ar,smasvaedi,kyn,aldursflokkur,fjoldi
2020,0605,2,15-19 ára,36
2023,0901,2,15-19 ára,78
2016,0604,1,15-19 ára,54
2015,3903,2,15-19 ára,78
2008,3303,1,15-19 ára,73
2013,0801,1,15-19 ára,46
2019,3301,1,15-19 ára,57
2019,0601,2,15-19 ára,52
2015,1903,2,15-19 ára,17
2010,2501,1,15-19 ára,103
2019,2802,1,15-19 ára,37
2024,1809,2,15-19 ára,87
2019,1601,1,15-19 ára,49
2012,3801,2,15-19 ára,19
2021,0801,2,15-19 ára,34
2015,0703,1,15-19 ára,51
2014,2803,2,15-19 ára,89
2023,3701,2,15-19 ára,50
2019,1802,1,15-19 ára,49
2021,1504,1,15-19 ára,60
2017,0707,1,15-19 ára,30
2023,1809,2,15-19 ára,77
2024,1703,2,15-19 ára,48
2012,0901,2,15-19 ára,95
2024,1802,2,15-19 ára,47
2010,2007,2,15-19 ára,70
2020,0504,1,15-19 ára,36
2011,2204,2,15-19 ára,43
2020,2101,2,15-19 ára,56
2023,1601,2,15-19 ára,49
2018,2601,1,15-19 ára,64
2012,2502,1,15-19 ára,36
2022,0403,2,15-19 ára,14
2020,0703,1,15-19 ára,64
2014,0701,1,15-19 ára,26
2017,2903,2,15-19 ára,42
2008,2801,2,15-19 ára,97
2024,3102,2,15-19 ára,34
2010,0201,2,15-19 ára,47
2022,0204,1,15-19 ára,45
2020,3401,2,15-19 ára,61
2023,1808,2,15-19 ára,98
2018,0804,1,15-19 ára,84
2014,3601,2,15-19 ára,81
2020,4203,1,15-19 ára,42
2023,1404,1,15-19 ára,39
2013,2407,2,15-19 ára,15
2010,2105,1,15-19 ára,34
2010,1602,1,15-19 ára,89
2011,1806,2,15-19 ára,25
2016,0706,2,15-19 ára,88
2024,1601,1,15-19 ára,56
2011,1202,1,15-19 ára,112
2008,0401,1,15-19 ára,65
2020,1602,1,15-19 ára,87
2017,1904,2,15-19 ára,40
2011,0706,1,15-19 ára,96
2011,3105,2,15-19 ára,42
2010,3105,2,15-19 ára,43
2013,1302,2,15-19 ára,57
2022,3201,2,15-19 ára,30
2015,3204,1,15-19 ára,91
2018,2801,1,15-19 ára,73
2015,0404,2,15-19 ára,62
2014,2401,2,15-19 ára,65
2010,1002,2,15-19 ára,50
2017,2405,2,15-19 ára,22
2022,0603,1,15-19 ára,32
2016,3004,2,15-19 ára,49
2016,0904,2,15-19 ára,63
2022,0102,1,15-19 ára,37
2018,1404,1,15-19 ára,32
2011,1404,1,15-19 ára,29
2011,1305,2,15-19 ára,30
2024,0806,1,15-19 ára,54
2024,3502,1,15-19 ára,65
2020,2005,2,15-19 ára,58
2015,4204,2,15-19 ára,37
2018,0902,2,15-19 ára,38
2012,1601,2,15-19 ára,40
2015,2502,1,15-19 ára,24
2011,0904,1,15-19 ára,79
2012,3903,1,15-19 ára,92
2010,2803,2,15-19 ára,81
2013,0804,2,15-19 ára,86
2017,0201,2,15-19 ára,37
2014,0905,1,15-19 ára,41
2011,2001,1,15-19 ára,72
2013,0702,1,15-19 ára,44
2016,1005,1,15-19 ára,54
2013,4203,1,15-19 ára,43
2021,0703,1,15-19 ára,54
2022,2302,1,15-19 ára,36
2011,1304,1,15-19 ára,7
2019,0302,2,15-19 ára,42
2024,1404,2,15-19 ára,37
2023,0405,1,15-19 ára,46
2017,1201,2,15-19 ára,77
2013,0704,2,15-19 ára,64
2010,2101,2,15-19 ára,93
2008,3203,1,15-19 ára,46
2011,3501,1,15-19 ára,32
2022,1704,2,15-19 ára,65
2013,2801,2,15-19 ára,82
2022,4003,1,15-19 ára,31
2015,0402,1,15-19 ára,73
2022,1303,1,15-19 ára,74
2017,0501,1,15-19 ára,23
2012,0103,2,15-19 ára,31
2021,3704,1,15-19 ára,39
2012,4102,1,15-19 ára,96
2012,0208,2,15-19 ára,32
2010,0304,1,15-19 ára,27
2018,3803,2,15-19 ára,58
2018,1201,2,15-19 ára,65
2024,1403,1,15-19 ára,59
2010,1803,2,15-19 ára,9
2008,3105,1,15-19 ára,55
2008,0707,2,15-19 ára,36
2009,1503,1,15-19 ára,97
2020,3404,2,15-19 ára,22
2013,0303,2,15-19 ára,32
2019,3006,2,15-19 ára,27
2008,3801,1,15-19 ára,15
2011,2401,1,15-19 ára,65
2023,0404,1,15-19 ára,78
2011,0303,1,15-19 ára,31
2012,1601,1,15-19 ára,43
2023,1806,1,15-19 ára,24
2019,0701,2,15-19 ára,34
2012,0604,1,15-19 ára,48
2017,1004,1,15-19 ára,63
2019,0102,1,15-19 ára,26
2023,2006,2,15-19 ára,68
2008,3305,2,15-19 ára,96
2012,3903,2,15-19 ára,79
2012,2404,1,15-19 ára,65
2008,1802,1,15-19 ára,48
2015,1602,1,15-19 ára,89
2024,1305,2,15-19 ára,42
2009,1802,2,15-19 ára,31
2013,0203,1,15-19 ára,48
2008,3901,1,15-19 ára,87
2011,0301,2,15-19 ára,48
2008,4103,2,15-19 ára,54
2008,2602,2,15-19 ára,92
2024,2904,1,15-19 ára,93
2008,0606,1,15-19 ára,34
2022,3204,2,15-19 ára,62
2016,0104,1,15-19 ára,25
2021,0101,1,15-19 ára,41
2022,0206,1,15-19 ára,55
2013,1104,1,15-19 ára,78
2015,0806,1,15-19 ára,60
2019,0905,2,15-19 ára,35
2012,3101,1,15-19 ára,107
2011,0901,1,15-19 ára,81
2019,2301,2,15-19 ára,58
2014,1301,1,15-19 ára,49
2023,3202,1,15-19 ára,69
2009,2202,2,15-19 ára,21
2017,2703,2,15-19 ára,81
2009,3403,1,15-19 ára,126
2012,3101,2,15-19 ára,79
2020,1811,1,15-19 ára,63
2012,0703,1,15-19 ára,52
2022,3303,2,15-19 ára,35
2015,2201,2,15-19 ára,51
2013,4101,1,15-19 ára,43
2024,2303,1,15-19 ára,54
2009,0504,1,15-19 ára,42
2023,2204,2,15-19 ára,66
2021,1703,2,15-19 ára,54
2012,4003,2,15-19 ára,59
2010,3701,2,15-19 ára,72
2008,1703,2,15-19 ára,36
2024,0303,1,15-19 ára,50
2009,2004,2,15-19 ára,102
2023,1904,2,15-19 ára,39
2024,4103,1,15-19 ára,55
2024,2502,1,15-19 ára,24
2017,0706,2,15-19 ára,88
2016,2602,2,15-19 ára,75
2013,2704,2,15-19 ára,68
2014,4102,2,15-19 ára,102
2011,3001,2,15-19 ára,14
2017,2001,2,15-19 ára,49
2013,3601,1,15-19 ára,77
2020,1101,2,15-19 ára,24
2013,3203,2,15-19 ára,42
2023,2002,2,15-19 ára,20
2015,0403,1,15-19 ára,29
2024,3401,2,15-19 ára,55
2016,3204,2,15-19 ára,72
2015,2007,1,15-19 ára,64
2019,0702,1,15-19 ára,37
2009,2406,2,15-19 ára,49
2024,3701,1,15-19 ára,56
2018,3603,1,15-19 ára,105
2021,3203,1,15-19 ára,39
2008,1303,2,15-19 ára,36
2014,0206,2,15-19 ára,51
2010,3103,2,15-19 ára,76
2010,2803,1,15-19 ára,104
2023,2502,1,15-19 ára,24
2011,3102,1,15-19 ára,23
2018,3202,1,15-19 ára,62
2013,0302,2,15-19 ára,42
2012,2903,2,15-19 ára,40
2015,0206,2,15-19 ára,55
2023,0805,2,15-19 ára,40
2014,1504,1,15-19 ára,72
2015,0805,1,15-19 ára,52
2021,0602,1,15-19 ára,59
2024,0301,2,15-19 ára,75
2016,4002,2,15-19 ára,80
2021,0501,1,15-19 ára,29
2019,2401,1,15-19 ára,93
2023,2702,2,15-19 ára,73
2023,2901,1,15-19 ára,115
2009,3303,1,15-19 ára,66
2021,2302,2,15-19 ára,34
2017,0204,2,15-19 ára,42
2024,0805,2,15-19 ára,41
2020,3005,1,15-19 ára,48
2012,1808,1,15-19 ára,72
2012,1304,1,15-19 ára,11
2019,0901,1,15-19 ára,86
2014,2703,1,15-19 ára,94
2019,0705,2,15-19 ára,45
2019,0603,1,15-19 ára,23
2017,2106,2,15-19 ára,72
2012,1901,2,15-19 ára,67
2008,2802,1,15-19 ára,53
2014,0204,2,15-19 ára,43
2015,1103,1,15-19 ára,63
2019,4203,2,15-19 ára,45
2014,0301,1,15-19 ára,57
2012,0403,1,15-19 ára,19
2016,1104,1,15-19 ára,68
2021,0207,1,15-19 ára,24
2012,2501,2,15-19 ára,73
2012,2104,1,15-19 ára,89
2024,0901,2,15-19 ára,78
2021,2007,2,15-19 ára,48
2020,0704,1,15-19 ára,61
2016,3703,2,15-19 ára,62
2019,1704,1,15-19 ára,43
2011,1803,1,15-19 ára,5
2008,0604,1,15-19 ára,42
2015,3104,2,15-19 ára,51
2012,1802,2,15-19 ára,49
2012,2504,1,15-19 ára,78
2013,2901,2,15-19 ára,109
2014,1304,2,15-19 ára,22
2013,1503,1,15-19 ára,78
2014,1901,2,15-19 ára,60
2013,2105,2,15-19 ára,40
2011,0404,1,15-19 ára,57
2019,0205,2,15-19 ára,45
2023,2902,1,15-19 ára,57
2015,4002,1,15-19 ára,84
2012,3003,1,15-19 ára,75
2023,1807,2,15-19 ára,71
2019,0302,1,15-19 ára,35
2016,0701,2,15-19 ára,24
2020,1801,1,15-19 ára,55
2023,2105,1,15-19 ára,27
2011,4103,2,15-19 ára,58
2011,3601,2,15-19 ára,79
2011,0705,1,15-19 ára,78
2011,3904,2,15-19 ára,71
2010,0702,2,15-19 ára,45
2020,1901,2,15-19 ára,55
2021,3702,1,15-19 ára,53
2024,0901,1,15-19 ára,96
2024,1304,2,15-19 ára,123
2023,3602,1,15-19 ára,62
2019,1602,2,15-19 ára,87
2015,0403,2,15-19 ára,25
2011,1401,1,15-19 ára,37
2014,3603,1,15-19 ára,111
2020,3703,1,15-19 ára,60
2024,1603,2,15-19 ára,89
2021,1806,1,15-19 ára,24
2019,2106,2,15-19 ára,76
2009,0503,2,15-19 ára,36
2018,2503,1,15-19 ára,59
2015,3503,2,15-19 ára,59
2008,0705,2,15-19 ára,67
2018,1002,2,15-19 ára,56
2022,2008,1,15-19 ára,27
2020,1807,1,15-19 ára,68
2008,0404,2,15-19 ára,70
2013,3203,1,15-19 ára,44
2022,0601,2,15-19 ára,60
2017,2204,2,15-19 ára,52
2018,1103,1,15-19 ára,75
2008,1204,1,15-19 ára,87
2011,0502,2,15-19 ára,37
2009,1702,1,15-19 ára,30
2020,2902,2,15-19 ára,36
2022,3105,2,15-19 ára,41
2018,0706,1,15-19 ára,81
2011,3404,2,15-19 ára,35
2009,0708,1,15-19 ára,68
2011,1807,2,15-19 ára,56
2019,0601,1,15-19 ára,61
2024,0403,2,15-19 ára,22
2013,3504,1,15-19 ára,89
2018,1803,1,15-19 ára,9
2015,0501,2,15-19 ára,16
2024,0206,2,15-19 ára,60
2011,0807,1,15-19 ára,42
2014,0206,1,15-19 ára,54
2021,1401,2,15-19 ára,80
2017,0208,1,15-19 ára,24
2014,0902,1,15-19 ára,57
2017,0206,1,15-19 ára,41
2011,0705,2,15-19 ára,73
2024,4202,1,15-19 ára,47
2009,4003,2,15-19 ára,61
2015,2403,2,15-19 ára,67
2010,2801,2,15-19 ára,100
2013,1202,2,15-19 ára,112
2010,0804,1,15-19 ára,102
2018,3502,2,15-19 ára,68
2009,0606,1,15-19 ára,38
2008,3204,2,15-19 ára,92
2008,2301,2,15-19 ára,79
2008,2703,1,15-19 ára,81
2016,3803,2,15-19 ára,54
2021,0902,1,15-19 ára,55
2009,3101,1,15-19 ára,94
2019,3402,2,15-19 ára,26
2012,0905,2,15-19 ára,41
2016,1703,1,15-19 ára,40
2020,3704,1,15-19 ára,45
2014,3402,2,15-19 ára,37
2013,1301,1,15-19 ára,44
2016,2202,1,15-19 ára,37
2019,2602,2,15-19 ára,72
2013,0708,1,15-19 ára,64
2021,0707,2,15-19 ára,30
2011,0404,2,15-19 ára,70
2022,0302,2,15-19 ára,44
2014,3601,1,15-19 ára,79
2012,1201,1,15-19 ára,87
2014,3102,2,15-19 ára,23
2024,3201,1,15-19 ára,37
2021,2105,2,15-19 ára,25
2023,3603,2,15-19 ára,87
2015,0705,2,15-19 ára,70
2016,0605,1,15-19 ára,37
2011,0902,2,15-19 ára,53
2009,3104,1,15-19 ára,57
2013,3602,2,15-19 ára,63
2024,0401,2,15-19 ára,60
2018,3401,1,15-19 ára,75
2023,0902,2,15-19 ára,38
2014,2008,1,15-19 ára,30
2016,0804,1,15-19 ára,81
2016,2203,1,15-19 ára,36
2009,1705,1,15-19 ára,96
2016,0302,1,15-19 ára,40
2023,3201,1,15-19 ára,33
2018,3101,1,15-19 ára,84
2021,3105,1,15-19 ára,49
2018,0302,2,15-19 ára,34
2019,0804,2,15-19 ára,79
2013,3303,1,15-19 ára,57
2012,3402,1,15-19 ára,51
2018,0904,1,15-19 ára,58
2018,0101,2,15-19 ára,26
2016,0801,2,15-19 ára,57
2012,3401,1,15-19 ára,72
2009,0201,1,15-19 ára,36
2023,3102,2,15-19 ára,32
2017,0806,1,15-19 ára,66
2008,1404,1,15-19 ára,25
2012,1301,1,15-19 ára,48
2016,2101,1,15-19 ára,76
2008,0208,1,15-19 ára,44
2018,2902,2,15-19 ára,41
2016,1303,1,15-19 ára,48
2017,0905,2,15-19 ára,43
2008,0605,2,15-19 ára,34
2008,3803,2,15-19 ára,52
2008,0902,2,15-19 ára,48
2011,2704,2,15-19 ára,61
2008,2405,1,15-19 ára,23
2008,2201,2,15-19 ára,34
2010,3701,1,15-19 ára,48
2010,4204,1,15-19 ára,55
2009,0207,2,15-19 ára,18
2024,1504,1,15-19 ára,75
2009,1303,1,15-19 ára,39
2008,1705,2,15-19 ára,92
2023,3502,1,15-19 ára,80
2016,2405,2,15-19 ára,20
2016,1304,1,15-19 ára,29
2022,3704,2,15-19 ára,38
2017,0904,2,15-19 ára,54
2009,0702,1,15-19 ára,62
2009,3402,2,15-19 ára,49
2020,3504,1,15-19 ára,75
2023,1002,1,15-19 ára,73
2010,1004,2,15-19 ára,87
2011,1702,1,15-19 ára,31
2023,3101,1,15-19 ára,80
2024,2005,1,15-19 ára,72
2018,0208,2,15-19 ára,36
2013,3403,1,15-19 ára,129
2012,1810,2,15-19 ára,29
2010,1001,2,15-19 ára,34
2012,1501,1,15-19 ára,85
2018,1304,2,15-19 ára,52
2010,0203,1,15-19 ára,41
2024,3003,1,15-19 ára,59
2020,0905,1,15-19 ára,38
2011,0304,1,15-19 ára,26
2021,1002,2,15-19 ára,68
2019,0102,2,15-19 ára,17
2021,2201,1,15-19 ára,68
2014,2901,2,15-19 ára,114
2018,2503,2,15-19 ára,54
2011,4101,1,15-19 ára,45
2008,2001,2,15-19 ára,61
2023,0104,1,15-19 ára,28
2020,1201,1,15-19 ára,61
2016,1802,1,15-19 ára,59
2024,3004,2,15-19 ára,109
2018,0303,2,15-19 ára,24
2020,0204,1,15-19 ára,36
2021,2804,2,15-19 ára,82
2022,3503,1,15-19 ára,60
2022,3003,1,15-19 ára,64
2018,2904,1,15-19 ára,79
2022,0602,2,15-19 ára,49
2022,0801,1,15-19 ára,33
2022,2801,2,15-19 ára,73
2019,0807,2,15-19 ára,40
2022,0303,2,15-19 ára,33
2020,0804,2,15-19 ára,75
2024,0404,1,15-19 ára,90
2024,4203,2,15-19 ára,39
2009,0803,1,15-19 ára,75
2009,2601,1,15-19 ára,87
2021,1602,2,15-19 ára,90
2023,1205,2,15-19 ára,36
2019,3103,2,15-19 ára,50
2018,2701,2,15-19 ára,49
2017,2205,1,15-19 ára,47
2017,3503,1,15-19 ára,65
2024,0605,2,15-19 ára,41
2021,1302,2,15-19 ára,62
2023,0104,2,15-19 ára,28
2021,1701,1,15-19 ára,43
2010,0503,1,15-19 ára,51
2022,2104,2,15-19 ára,87
2013,0905,2,15-19 ára,41
2021,2301,1,15-19 ára,57
2012,0605,1,15-19 ára,32
2011,0104,2,15-19 ára,24
2017,3006,1,15-19 ára,39
2022,0704,2,15-19 ára,73
2018,0202,2,15-19 ára,31
2024,2401,2,15-19 ára,66
2021,2301,2,15-19 ára,47
2009,3401,2,15-19 ára,101
2021,3904,1,15-19 ára,40
2013,0704,1,15-19 ára,64
2019,4002,1,15-19 ára,65
2020,2705,2,15-19 ára,82
2018,0207,2,15-19 ára,19
2016,0803,2,15-19 ára,59
2008,0903,1,15-19 ára,76
2008,3703,2,15-19 ára,70
2012,0803,1,15-19 ára,71
2015,2004,1,15-19 ára,93
2015,0602,1,15-19 ára,60
2016,2404,2,15-19 ára,55
2019,2705,1,15-19 ára,58
2018,2704,2,15-19 ára,47
2024,1804,2,15-19 ára,81
2024,4001,1,15-19 ára,25
2017,3803,2,15-19 ára,59
2020,0202,2,15-19 ára,29
2019,1703,1,15-19 ára,31
2019,0704,1,15-19 ára,56
2018,2105,2,15-19 ára,21
2014,0403,1,15-19 ára,20
2014,0603,1,15-19 ára,29
2019,0402,2,15-19 ára,65
2022,2004,1,15-19 ára,91
2013,1002,2,15-19 ára,52
2023,3803,2,15-19 ára,54
2016,1701,1,15-19 ára,36
2015,1704,2,15-19 ára,45
2010,2702,2,15-19 ára,59
2014,0208,2,15-19 ára,28
2013,0101,1,15-19 ára,30
2020,3502,2,15-19 ára,63
2022,1805,1,15-19 ára,55
2023,1808,1,15-19 ára,96
2009,2405,1,15-19 ára,22
2008,3901,2,15-19 ára,81
2021,3202,2,15-19 ára,65
2008,1006,2,15-19 ára,58
2023,0905,2,15-19 ára,44
2014,4002,1,15-19 ára,89
2010,3001,2,15-19 ára,20
2010,1904,1,15-19 ára,64
2017,2302,2,15-19 ára,35
2009,1705,2,15-19 ára,88
2009,0901,2,15-19 ára,106
2011,2104,1,15-19 ára,82
2009,1004,1,15-19 ára,85
2011,3204,1,15-19 ára,94
2014,1704,1,15-19 ára,46
2011,2204,1,15-19 ára,34
2013,3205,1,15-19 ára,25
2016,2403,1,15-19 ára,69
2013,2405,1,15-19 ára,20
2022,0103,1,15-19 ára,22
2022,2003,1,15-19 ára,36
2014,3003,1,15-19 ára,73
2014,2804,1,15-19 ára,84
2015,2903,1,15-19 ára,34
2020,1304,1,15-19 ára,64
2024,2204,2,15-19 ára,67
2015,2504,2,15-19 ára,61
2015,0707,1,15-19 ára,22
2017,3901,1,15-19 ára,79
2020,3804,2,15-19 ára,69
2022,0202,2,15-19 ára,29
2015,1004,1,15-19 ára,63
2019,0803,1,15-19 ára,67
2021,4001,2,15-19 ára,38
2015,0301,2,15-19 ára,64
2014,0102,1,15-19 ára,22
2021,3101,2,15-19 ára,79
2008,0102,2,15-19 ára,25
2020,2302,2,15-19 ára,36
2018,1301,2,15-19 ára,68
2021,1810,2,15-19 ára,40
2023,3301,2,15-19 ára,52
2010,0403,2,15-19 ára,17
2017,3001,2,15-19 ára,33
2024,1005,2,15-19 ára,43
2019,0806,2,15-19 ára,68
2020,2504,1,15-19 ára,41
2016,1811,2,15-19 ára,57
2011,2803,1,15-19 ára,106
2021,0708,1,15-19 ára,59
2011,3004,2,15-19 ára,49
2020,2203,2,15-19 ára,59
2009,0104,1,15-19 ára,17
2012,0802,1,15-19 ára,37
2009,1601,1,15-19 ára,30
2024,1004,1,15-19 ára,75
2014,2003,1,15-19 ára,26
2010,1303,2,15-19 ára,37
2008,0104,2,15-19 ára,25
2010,2804,1,15-19 ára,103
2022,4201,2,15-19 ára,47
2011,4003,1,15-19 ára,47
2010,4202,1,15-19 ára,39
2021,1901,2,15-19 ára,68
2009,0707,2,15-19 ára,35
2008,2001,1,15-19 ára,73
2010,3401,2,15-19 ára,99
2011,2004,1,15-19 ára,79
2018,1401,2,15-19 ára,71
2016,0204,2,15-19 ára,42
2018,2401,1,15-19 ára,96
2020,3501,1,15-19 ára,35
2024,3902,1,15-19 ára,57
2012,0205,1,15-19 ára,42
2008,1702,2,15-19 ára,42
2024,1811,1,15-19 ára,51
2012,3404,1,15-19 ára,43
2012,3305,1,15-19 ára,88
2016,4103,2,15-19 ára,37
2016,1903,2,15-19 ára,20
2008,3404,1,15-19 ára,34
2016,0708,2,15-19 ára,55
2024,3304,2,15-19 ára,44
2022,4002,2,15-19 ára,69
2013,2202,1,15-19 ára,30
2015,0708,1,15-19 ára,58
2009,3401,1,15-19 ára,73
2015,3005,2,15-19 ára,41
2024,1811,2,15-19 ára,78
2019,4204,2,15-19 ára,34
2024,1904,1,15-19 ára,49
2018,3501,1,15-19 ára,42
2021,1502,2,15-19 ára,54
2014,0304,1,15-19 ára,19
2019,0602,2,15-19 ára,43
2014,2002,2,15-19 ára,17
2013,1103,1,15-19 ára,90
2018,1503,2,15-19 ára,78
2023,3302,1,15-19 ára,77
2024,2104,2,15-19 ára,79
2020,3006,1,15-19 ára,36
2023,0801,2,15-19 ára,43
2019,1603,2,15-19 ára,97
2024,0705,1,15-19 ára,70
2022,1202,2,15-19 ára,71
2018,1503,1,15-19 ára,70
2023,3702,1,15-19 ára,72
2020,0606,1,15-19 ára,46
2018,3103,2,15-19 ára,54
2022,0905,1,15-19 ára,39
2016,3304,1,15-19 ára,63
2024,1810,1,15-19 ára,42
2009,3403,2,15-19 ára,111
2014,2406,1,15-19 ára,40
2023,1603,1,15-19 ára,99
2023,4001,1,15-19 ára,24
2019,2101,1,15-19 ára,51
2014,3006,1,15-19 ára,47
2014,3904,2,15-19 ára,63
2019,1803,2,15-19 ára,21
2012,2703,1,15-19 ára,85
2024,2701,1,15-19 ára,67
2013,0605,1,15-19 ára,35
2016,3501,2,15-19 ára,48
2012,3401,2,15-19 ára,89
2013,4203,2,15-19 ára,35
2021,3401,1,15-19 ára,61
2011,3304,1,15-19 ára,54
2017,0302,1,15-19 ára,36
2013,0302,1,15-19 ára,47
2010,0208,2,15-19 ára,39
2022,1807,1,15-19 ára,66
2023,1401,1,15-19 ára,87
2016,1603,1,15-19 ára,92
2022,3002,2,15-19 ára,32
2023,3006,2,15-19 ára,36
2015,0903,1,15-19 ára,70
2022,0303,1,15-19 ára,39
2015,3902,2,15-19 ára,51
2020,0504,2,15-19 ára,30
2015,4003,1,15-19 ára,49
2008,1002,2,15-19 ára,37
2019,2601,1,15-19 ára,64
2009,2001,2,15-19 ára,62
2024,2902,1,15-19 ára,55
2017,3901,2,15-19 ára,75
2020,0604,2,15-19 ára,44
2012,2006,1,15-19 ára,77
2022,3004,2,15-19 ára,96
2019,1002,1,15-19 ára,54
2009,0902,1,15-19 ára,51
2012,2301,2,15-19 ára,76
2012,2006,2,15-19 ára,72
2008,2803,2,15-19 ára,86
2008,1804,2,15-19 ára,46
2008,3704,1,15-19 ára,48
2012,2403,1,15-19 ára,79
2008,1705,1,15-19 ára,86
2013,1205,2,15-19 ára,50
2008,0604,2,15-19 ára,52
2009,4201,2,15-19 ára,48
2014,0205,2,15-19 ára,35
2009,3205,1,15-19 ára,13
2009,1803,1,15-19 ára,8
2009,3203,2,15-19 ára,47
2012,0601,1,15-19 ára,65
2012,2301,1,15-19 ára,87
2010,1004,1,15-19 ára,88
2010,1503,2,15-19 ára,94
2011,1005,2,15-19 ára,65
2010,3403,2,15-19 ára,118
2024,1802,1,15-19 ára,52
2010,2101,1,15-19 ára,95
2012,1903,2,15-19 ára,17
2012,1502,1,15-19 ára,50
2017,0403,2,15-19 ára,18
2016,1807,2,15-19 ára,60
2021,3703,1,15-19 ára,59
2020,3003,2,15-19 ára,45
2016,0902,2,15-19 ára,45
2019,0202,1,15-19 ára,35
2017,2205,2,15-19 ára,36
2016,0304,1,15-19 ára,22
2019,2103,2,15-19 ára,38
2018,1206,1,15-19 ára,74
2024,1706,2,15-19 ára,49
2017,2503,2,15-19 ára,49
2010,1002,1,15-19 ára,50
2011,1004,1,15-19 ára,84
2024,3105,1,15-19 ára,57
2016,3205,2,15-19 ára,27
2008,3201,2,15-19 ára,34
2016,1702,2,15-19 ára,33
2008,2702,2,15-19 ára,58
2016,1603,2,15-19 ára,119
2014,0806,2,15-19 ára,52
2008,0301,2,15-19 ára,58
2015,3702,2,15-19 ára,52
2009,3504,2,15-19 ára,102
2009,1206,2,15-19 ára,62
2022,2105,1,15-19 ára,28
2008,1807,2,15-19 ára,55
2008,0802,2,15-19 ára,46
2013,1702,2,15-19 ára,41
2008,1301,2,15-19 ára,51
2010,2303,1,15-19 ára,68
2008,0201,2,15-19 ára,47
2010,0605,2,15-19 ára,38
2015,2503,1,15-19 ára,63
2024,3803,1,15-19 ára,60
2022,1806,1,15-19 ára,22
2021,0802,1,15-19 ára,33
2021,0205,1,15-19 ára,34
2012,4102,2,15-19 ára,101
2012,3504,2,15-19 ára,100
2015,3304,1,15-19 ára,62
2010,0102,1,15-19 ára,41
2018,1603,2,15-19 ára,90
2015,4202,2,15-19 ára,36
2011,1102,1,15-19 ára,123
2021,2405,1,15-19 ára,44
2017,2202,1,15-19 ára,37
2015,0404,1,15-19 ára,79
2024,3003,2,15-19 ára,75
2019,1706,2,15-19 ára,55
2015,0705,1,15-19 ára,70
2020,4002,2,15-19 ára,70
2018,0702,1,15-19 ára,33
2009,3404,1,15-19 ára,39
2010,3204,1,15-19 ára,102
2022,1303,2,15-19 ára,77
2019,3503,1,15-19 ára,69
2008,2705,2,15-19 ára,38
2018,2007,1,15-19 ára,56
2009,2008,1,15-19 ára,36
2021,0201,2,15-19 ára,34
2019,0103,2,15-19 ára,42
2011,0102,1,15-19 ára,35
2019,4001,2,15-19 ára,27
2009,0703,1,15-19 ára,51
2011,2705,2,15-19 ára,43
2011,1101,2,15-19 ára,19
2009,1402,2,15-19 ára,15
2017,3001,1,15-19 ára,36
2013,1809,2,15-19 ára,57
2008,2803,1,15-19 ára,107
2018,3402,1,15-19 ára,31
2015,2101,1,15-19 ára,84
2012,4201,2,15-19 ára,60
2008,0202,1,15-19 ára,30
2019,1705,2,15-19 ára,77
2018,3401,2,15-19 ára,59
2008,1601,2,15-19 ára,26
2012,1102,2,15-19 ára,102
2022,0707,1,15-19 ára,30
2015,3302,2,15-19 ára,71
2015,0604,2,15-19 ára,47
2015,1805,1,15-19 ára,32
2024,3001,1,15-19 ára,70
2009,0601,1,15-19 ára,73
2020,0601,1,15-19 ára,58
2009,3704,2,15-19 ára,47
2018,2102,2,15-19 ára,27
2024,3301,1,15-19 ára,52
2008,1809,1,15-19 ára,41
2018,3802,1,15-19 ára,46
2014,1904,1,15-19 ára,55
2019,1003,1,15-19 ára,78
2014,1301,2,15-19 ára,46
2010,1203,2,15-19 ára,45
2014,1904,2,15-19 ára,48
2019,3203,1,15-19 ára,40
2017,2402,2,15-19 ára,87
2017,1705,1,15-19 ára,73
2018,2106,1,15-19 ára,80
2015,4002,2,15-19 ára,75
2023,2008,2,15-19 ára,27
2020,2303,2,15-19 ára,46
2016,0601,2,15-19 ára,59
2017,2602,1,15-19 ára,80
2024,3504,2,15-19 ára,75
2021,3102,1,15-19 ára,44
2018,0807,2,15-19 ára,39
2022,0104,1,15-19 ára,22
2021,0601,1,15-19 ára,55
2019,0903,1,15-19 ára,62
2013,3303,2,15-19 ára,52
2014,3801,1,15-19 ára,32
2023,0705,1,15-19 ára,63
2023,1704,1,15-19 ára,55
2012,1402,2,15-19 ára,26
2012,1808,2,15-19 ára,65
2022,0604,1,15-19 ára,54
2021,2404,2,15-19 ára,73
2019,2602,1,15-19 ára,72
2023,2302,1,15-19 ára,38
2020,2204,2,15-19 ára,58
2022,0207,1,15-19 ára,18
2011,1201,1,15-19 ára,100
2018,4101,2,15-19 ára,40
2010,2106,2,15-19 ára,53
2012,2105,1,15-19 ára,29
2016,0805,2,15-19 ára,45
2013,2004,1,15-19 ára,79
2024,1402,2,15-19 ára,86
2009,1001,2,15-19 ára,23
2015,3005,1,15-19 ára,41
2008,4203,2,15-19 ára,35
2009,0706,2,15-19 ára,97
2020,2405,2,15-19 ára,44
2023,2003,1,15-19 ára,39
2010,2401,2,15-19 ára,67
2012,4201,1,15-19 ára,54
2018,1204,1,15-19 ára,76
2011,2403,1,15-19 ára,84
2011,1901,2,15-19 ára,60
